season,event_name,event_id,school,wrestler_name,weight_class,place,points_scored,wins,losses,matches_wrestled
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Avila,Shan Briggs,191,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Lourdes,Shanna Morris,101,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Menlo,Shannon Workinger,155,3rd,19.0,6,1,7
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Shenita Lawson,170,4th,14.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Ottawa,Siara Arrington,170,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Sofia Abramson,101,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Sophia Smith,123,5th,13.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Lourdes,Stefana Jelacic,101,1st,25.0,4,0,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Menlo,Stephanie Chavez,136,7th,10.5,4,2,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Menlo,Tavia Heidelberg-Tillitson,191,1st,23.5,5,0,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Taydem Khamjoi,155,Did not place,4.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Indiana Tech,Tehani Soares,109,7th,8.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,William Penn,Teya Garner,101,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Tiffany Curry,191,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Baptist,Tiyahna Askew,136,4th,18.0,4,2,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Eastern Oregon,Trinity Tafoya,191,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Montreat,Trinity Howard,123,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Grand View,Tristan Nitta,109,8th,11.0,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Siena Heights,Valeria Ahumada,109,Did not place,1.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Hastings,Victoria Guinard,170,Did not place,7.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Waipuilani Estrella-Beauchamp,136,3rd,21.0,5,1,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Valley,Willow Barnes,136,Did not place,1.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Zaynah McBryde,136,2nd,20.5,4,1,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Midland,Zoe Omura,101,Did not place,2.0,1,2,3
